symbol,Name,MarketCap,IPOyear,Sector,Industry,,,,,
CTB,Cooper Tire & Rubber Company,$2B,n/a,Consumer Durables,Automotive Aftermarket,,,,,
CPS,Cooper-Standard Holdings Inc.,$573.14M,n/a,Capital Goods,Auto Parts:O.E.M.,,,,,
CTK,CooTek (Cayman) Inc.,$306.56M,2018,Technology,EDP Services,,,,,
CPA,"Copa Holdings, S.A.",$3.38B,2005,Transportation,Air Freight/Delivery Services,,,,,
CPRT,"Copart, Inc.",$27.26B,1994,Consumer Durables,Automotive Aftermarket,,,,,
CRBP,"Corbus Pharmaceuticals Holdings, Inc.",$102.53M,n/a,Health Care,Major Pharmaceuticals,,,,,
CORT,Corcept Therapeutics Incorporated,$2.63B,2004,Health Care,Major Pharmaceuticals,,,,,
CLB,Core Laboratories N.V.,$977.55M,1995,Energy,Oilfield Services/Equipment,,,,,
CMT,Core Molding Technologies Inc,$89.28M,n/a,Consumer Non-Durables,Plastic Products,,,,,
CXW,"CoreCivic, Inc.",$848.21M,n/a,Consumer Services,Real Estate Investment Trusts,,,,,
CLGX,"CoreLogic, Inc.",$6.03B,n/a,Technology,EDP Services,,,,,
CORE,"Core-Mark Holding Company, Inc.",$1.4B,n/a,Consumer Non-Durables,Food Distributors,,,,,
CORR,"CorEnergy Infrastructure Trust, Inc.",$81.23M,n/a,Consumer Services,Real Estate Investment Trusts,,,,,
CORR^A,"CorEnergy Infrastructure Trust, Inc.",n/a,n/a,n/a,n/a,,,,,
CPLG,CorePoint Lodging Inc.,$378.63M,2018,Consumer Services,Real Estate Investment Trusts,,,,,
COR,CoreSite Realty Corporation,$5.36B,2010,Consumer Services,Real Estate Investment Trusts,,,,,
CRMD,CorMedix Inc.,$289.19M,n/a,Health Care,Major Pharmaceuticals,,,,,
CNR,"Cornerstone Building Brands, Inc.",$1.09B,n/a,Capital Goods,Metal Fabrications,,,,,
CSOD,"Cornerstone OnDemand, Inc.",$2.85B,2011,Technology,Computer Software: Prepackaged Software,,,,,
CRF,"Cornerstone Strategic Return Fund, Inc. (The)",$445.62M,n/a,n/a,n/a,,,,,
CLM,"Cornerstone Strategic Value Fund, Inc.",$857.12M,1987,n/a,n/a,,,,,
GLW,Corning Incorporated,$28.59B,n/a,Basic Industries,Telecommunications Equipment,,,,,
CAAP,Corporacion America Airports SA,$512.52M,2018,Transportation,Aerospace,,,,,
GYC,Corporate Asset Backed Corp CABCO,n/a,n/a,Finance,Finance: Consumer Services,,,,,
OFC,Corporate Office Properties Trust,$2.99B,n/a,Consumer Services,Real Estate Investment Trusts,,,,,
CRSR,"Corsair Gaming, Inc.",$3.49B,2020,Technology,Computer peripheral equipment,,,,,
CTVA,"Corteva, Inc.",$28.55B,2019,Consumer Non-Durables,Farming/Seeds/Milling,,,,,
CRTX,"Cortexyme, Inc.",$1.43B,2019,Health Care,Biotechnology: Biological Products (No Diagnostic Substances),,,,,
CLDB,Cortland Bancorp,$69.68M,n/a,Finance,Savings Institutions,,,,,
CRVL,CorVel Corp.,$1.6B,n/a,Finance,Specialty Insurers,,,,,
KOR,Corvus Gold Inc.,$303.15M,n/a,Basic Industries,Precious Metals,,,,,
CRVS,"Corvus Pharmaceuticals, Inc.",$111.97M,2016,Health Care,Major Pharmaceuticals,,,,,
CZZ,Cosan Limited,$3.86B,n/a,Consumer Non-Durables,Specialty Foods,,,,,
CMRE,Costamare Inc.,$872.33M,2010,Transportation,Marine Transportation,,,,,
CMRE^B,Costamare Inc.,n/a,n/a,n/a,n/a,,,,,
CMRE^C,Costamare Inc.,n/a,n/a,n/a,n/a,,,,,
CMRE^D,Costamare Inc.,n/a,n/a,n/a,n/a,,,,,
CMRE^E,Costamare Inc.,n/a,n/a,n/a,n/a,,,,,
CSGP,"CoStar Group, Inc.",$35.89B,1998,Miscellaneous,Business Services,,,,,
COST,Costco Wholesale Corporation,$172.86B,n/a,Consumer Services,Department/Specialty Retail Stores,,,,,
COTY,Coty Inc.,$5.51B,2013,Consumer Non-Durables,Package Goods/Cosmetics,,,,,
CPAH,CounterPath Corporation,$18.65M,n/a,Technology,Computer Software: Prepackaged Software,,,,,
ICBK,"County Bancorp, Inc.",$134.56M,2015,Finance,Major Banks,,,,,
COUP,Coupa Software Incorporated,$23.44B,2016,Technology,Computer Software: Prepackaged Software,,,,,
CUZ,Cousins Properties Incorporated,$4.96B,n/a,Consumer Services,Real Estate Investment Trusts,,,,,
CVA,Covanta Holding Corporation,$1.64B,n/a,Basic Industries,Electric Utilities: Central,,,,,
CVLG,"Covenant Logistics Group, Inc.",$316.81M,n/a,Transportation,Trucking Freight/Courier Services,,,,,
CVET,"Covetrus, Inc.",$3.67B,n/a,Health Care,Medical/Nursing Services,,,,,
COWN,Cowen Inc.,$636.58M,n/a,Finance,Investment Bankers/Brokers/Service,,,,,
COWNL,Cowen Inc.,n/a,n/a,Finance,Investment Bankers/Brokers/Service,,,,,
COWNZ,Cowen Inc.,n/a,n/a,Finance,Investment Bankers/Brokers/Service,,,,,
CPF,CPB Inc.,$461.87M,n/a,Finance,Major Banks,,,,,
CVU,"CPI Aerostructures, Inc.",$38.12M,n/a,Capital Goods,Military/Government/Technical,,,,,
CPSH,CPS Technologies Corp.,$28.99M,n/a,Capital Goods,Building Materials,,,,,
CRAI,"CRA International,Inc.",$356.54M,1998,Miscellaneous,Other Consumer Services,,,,,
CBRL,"Cracker Barrel Old Country Store, Inc.",$3.31B,1981,Consumer Services,Restaurants,,,,,
CR,Crane Co.,$4.04B,n/a,Capital Goods,Metal Fabrications,,,,,
CRD.A,Crawford & Company,n/a,n/a,n/a,n/a,,,,,
CRD.B,Crawford & Company,n/a,n/a,n/a,n/a,,,,,
CRTD,Creatd Inc.,$27.17M,n/a,Consumer Services,Movies/Entertainment,,,,,
CRTDW,Creatd Inc.,n/a,n/a,Consumer Services,Movies/Entertainment,,,,,
CREX,"Creative Realities, Inc.",$13.55M,n/a,Technology,EDP Services,,,,,
CREXW,"Creative Realities, Inc.",n/a,n/a,Technology,EDP Services,,,,,
BAP,Credicorp Ltd.,$12.22B,n/a,Finance,Commercial Banks,,,,,
CACC,Credit Acceptance Corporation,$5.27B,1992,Finance,Finance: Consumer Services,,,,,
GLDI,Credit Suisse AG,n/a,n/a,Finance,Investment Bankers/Brokers/Service,,,,,
SLVO,Credit Suisse AG,n/a,n/a,Finance,Investment Bankers/Brokers/Service,,,,,
USOI,Credit Suisse AG,n/a,n/a,Finance,Investment Bankers/Brokers/Service,,,,,
CIK,"Credit Suisse Asset Management Income Fund, Inc.",$164.76M,n/a,n/a,n/a,,,,,
CS,Credit Suisse Group,$30.2B,n/a,Finance,Investment Bankers/Brokers/Service,,,,,
DHY,Credit Suisse High Yield Bond Fund,$239.1M,1998,n/a,n/a,,,,,
CREE,"Cree, Inc.",$9.97B,1993,Technology,Semiconductors,,,,,
CRSA,Crescent Acquisition Corp,$319.38M,2019,Consumer Services,Services-Misc. Amusement & Recreation,,,,,
CRSAU,Crescent Acquisition Corp,n/a,2019,Consumer Services,Services-Misc. Amusement & Recreation,,,,,
CRSAW,Crescent Acquisition Corp,n/a,2019,Consumer Services,Services-Misc. Amusement & Recreation,,,,,
CCAP,"Crescent Capital BDC, Inc.",$391.81M,n/a,n/a,n/a,,,,,
CPG,Crescent Point Energy Corporation,$948.76M,n/a,Energy,Oil & Gas Production,,,,,
CEQP,Crestwood Equity Partners LP,$1.2B,n/a,Public Utilities,Oil & Gas Production,,,,,
CEQP^,Crestwood Equity Partners LP,n/a,n/a,n/a,n/a,,,,,
CRESY,Cresud S.A.C.I.F. y A.,$199.15M,1997,Finance,Real Estate,,,,,
CXDO,"Crexendo, Inc.",$118.2M,n/a,Public Utilities,Telecommunications Equipment,,,,,
CRHM,CRH Medical Corporation,$200.46M,2015,Health Care,Medical/Nursing Services,,,,,
CRH,CRH PLC,$30.81B,n/a,Capital Goods,Building Materials,,,,,
CRNX,"Crinetics Pharmaceuticals, Inc.",$440.17M,2018,Health Care,Major Pharmaceuticals,,,,,
CRSP,CRISPR Therapeutics AG,$8.97B,2016,Health Care,Biotechnology: Biological Products (No Diagnostic Substances),,,,,
CRTO,Criteo S.A.,$1.17B,2013,Technology,Advertising,,,,,
CROX,"Crocs, Inc.",$3.97B,2006,Consumer Non-Durables,Shoe Manufacturing,,,,,
CRON,Cronos Group Inc.,$3.15B,n/a,Consumer Durables,Specialty Chemicals,,,,,
CCRN,"Cross Country Healthcare, Inc.",$326.8M,2001,Technology,Professional Services,,,,,
CRT,Cross Timbers Royalty Trust,$48.36M,1992,Energy,Oil & Gas Production,,,,,
CAPL,CrossAmerica Partners LP,$649.06M,2012,Energy,Oil Refining/Marketing,,,,,
CFB,"CrossFirst Bankshares, Inc.",$474.98M,2019,Finance,Major Banks,,,,,
CRWD,"CrowdStrike Holdings, Inc.",$33.64B,2019,Technology,Computer Software: Prepackaged Software,,,,,
CCI,Crown Castle International Corporation,$72.27B,n/a,n/a,n/a,,,,,
CRWS,"Crown Crafts, Inc.",$79.06M,n/a,Basic Industries,Textiles,,,,,
CCK,"Crown Holdings, Inc.",$12.7B,n/a,Consumer Durables,Containers/Packaging,,,,,
CRY,"CryoLife, Inc.",$809.01M,n/a,Health Care,Medical/Dental Instruments,,,,,
CYRX,"CryoPort, Inc.",$1.93B,n/a,Health Care,Major Pharmaceuticals,,,,,
CSGS,"CSG Systems International, Inc.",$1.43B,1996,Technology,EDP Services,,,,,
CCLP,CSI Compressco LP,$43.09M,2011,Energy,Oilfield Services/Equipment,,,,,
CSPI,CSP Inc.,$34.17M,1982,Technology,EDP Services,,,,,
CSWI,"CSW Industrials, Inc.",$1.59B,n/a,Basic Industries,Home Furnishings,,,,,
CSX,CSX Corporation,$68.87B,n/a,Transportation,Railroads,,,,,
CTIC,CTI BioPharma Corp.,$265.51M,1997,Health Care,Major Pharmaceuticals,,,,,
CTO,"CTO Realty Growth, Inc.",$192.63M,n/a,Finance,Real Estate,,,,,
CTS,CTS Corporation,$982.88M,n/a,Technology,Electrical Products,,,,,
CUBE,CubeSmart,$6.35B,n/a,Consumer Services,Real Estate Investment Trusts,,,,,
CUB,Cubic Corporation,$1.85B,n/a,Capital Goods,Industrial Machinery/Components,,,,,
CUE,"Cue Biopharma, Inc.",$423.44M,2018,Health Care,Major Pharmaceuticals,,,,,
CFR,"Cullen/Frost Bankers, Inc.",$5.27B,n/a,Finance,Major Banks,,,,,
CFR^B,"Cullen/Frost Bankers, Inc.",n/a,n/a,n/a,n/a,,,,,
CULP,"Culp, Inc.",$176.1M,n/a,Basic Industries,Textiles,,,,,
CPIX,Cumberland Pharmaceuticals Inc.,$44.51M,2009,Health Care,Major Pharmaceuticals,,,,,
CMI,Cummins Inc.,$34.21B,n/a,Energy,Industrial Machinery/Components,,,,,
CMLS,Cumulus Media Inc.,$178.44M,n/a,Consumer Services,Broadcasting,,,,,
CVAC,CureVac N.V.,$18.72B,2020,Health Care,Major Pharmaceuticals,,,,,
CURI,CuriosityStream Inc. ,$415.2M,2020,Consumer Services,Movies/Entertainment,,,,,
CURIW,CuriosityStream Inc. ,n/a,2020,Consumer Services,Movies/Entertainment,,,,,
CRIS,"Curis, Inc.",$85.29M,n/a,Health Care,Biotechnology: Biological Products (No Diagnostic Substances),,,,,
CURO,CURO Group Holdings Corp.,$353.25M,2017,Finance,Finance: Consumer Services,,,,,
CW,Curtiss-Wright Corporation,$4.78B,n/a,Technology,Industrial Machinery/Components,,,,,
SRV,Cushing MLP & Infrastructure Total Return Fund,$44.54M,n/a,n/a,n/a,,,,,
SZC,Cushing NextGen Infrastructure Income Fund,$92.99M,2012,n/a,n/a,,,,,
CWK,Cushman & Wakefield plc,$3.3B,2018,Finance,Real Estate,,,,,
CUBB,"Customers Bancorp, Inc",n/a,2019,Finance,Major Banks,,,,,
CUBI,"Customers Bancorp, Inc",$533.75M,n/a,Finance,Major Banks,,,,,
CUBI^C,"Customers Bancorp, Inc",n/a,n/a,n/a,n/a,,,,,
CUBI^D,"Customers Bancorp, Inc",n/a,n/a,n/a,n/a,,,,,
CUBI^E,"Customers Bancorp, Inc",n/a,n/a,n/a,n/a,,,,,
CUBI^F,"Customers Bancorp, Inc",n/a,n/a,n/a,n/a,,,,,
CUTR,"Cutera, Inc.",$441.17M,2004,Health Care,Biotechnology: Electromedical & Electrotherapeutic Apparatus,,,,,
CVBF,CVB Financial Corporation,$2.57B,n/a,Finance,Major Banks,,,,,
CVV,CVD Equipment Corporation,$31.38M,n/a,Technology,Industrial Machinery/Components,,,,,
CVI,CVR Energy Inc.,$1.42B,2007,Energy,Integrated oil Companies,,,,,
UAN,"CVR Partners, LP",$100.11M,2011,Basic Industries,Agricultural Chemicals,,,,,
CVS,CVS Health Corporation,$88.73B,n/a,Health Care,Medical/Nursing Services,,,,,
CYAN,Cyanotech Corporation,$17.56M,n/a,Consumer Durables,Specialty Chemicals,,,,,
CYBR,CyberArk Software Ltd.,$4.45B,2014,Technology,Computer Software: Prepackaged Software,,,,,
CYBE,CyberOptics Corporation,$194.14M,1987,Capital Goods,Electronic Components,,,,,
CYCC,"Cyclacel Pharmaceuticals, Inc.",$19.07M,n/a,Health Care,Major Pharmaceuticals,,,,,
CYCCP,"Cyclacel Pharmaceuticals, Inc.",n/a,n/a,Health Care,Major Pharmaceuticals,,,,,
CYCN,"Cyclerion Therapeutics, Inc.",$104.6M,n/a,Health Care,Major Pharmaceuticals,,,,,
CBAY,CymaBay Therapeutics Inc.,$516.65M,n/a,Health Care,Major Pharmaceuticals,,,,,
CTEK,"CynergisTek, Inc.",$15.98M,2017,Miscellaneous,Business Services,,,,,
CELP,"Cypress Environmental Partners, L.P. ",$28.94M,2014,Miscellaneous,Business Services,,,,,
CYRN,CYREN Ltd.,$57.26M,n/a,Technology,Computer Software: Prepackaged Software,,,,,
CONE,CyrusOne Inc,$8.42B,2013,Consumer Services,Real Estate Investment Trusts,,,,,
CYTK,"Cytokinetics, Incorporated",$1.19B,2004,Health Care,Major Pharmaceuticals,,,,,
CTMX,"CytomX Therapeutics, Inc.",$347.61M,2015,Health Care,Major Pharmaceuticals,,,,,
CTSO,Cytosorbents Corporation,$362.09M,n/a,Health Care,Medical/Dental Instruments,,,,,
DHI,"D.R. Horton, Inc.",$27.15B,n/a,Capital Goods,Homebuilding,,,,,
DEH,D8 Holdings Corp.,$423.49M,2020,Finance,Business Services,,,,,
DEH.U,D8 Holdings Corp.,n/a,2020,n/a,n/a,,,,,
DEH.WS,D8 Holdings Corp.,n/a,n/a,n/a,n/a,,,,,
DADA,Dada Nexus Limited,$13.02B,2020,Technology,"Computer Software: Programming, Data Processing",,,,,
DJCO,Daily Journal Corp. (S.C.),$372.8M,n/a,Consumer Services,Newspapers/Magazines,,,,,
DAKT,"Daktronics, Inc.",$201.21M,1994,Consumer Durables,Miscellaneous manufacturing industries,,,,,
DAN,Dana Incorporated,$2.43B,n/a,Capital Goods,Auto Parts:O.E.M.,,,,,
DHR,Danaher Corporation,$159.57B,n/a,Capital Goods,Industrial Machinery/Components,,,,,
DHR^A,Danaher Corporation,n/a,n/a,n/a,n/a,,,,,
DHR^B,Danaher Corporation,n/a,n/a,n/a,n/a,,,,,
DAC,Danaos Corporation,$263.6M,2006,Transportation,Marine Transportation,,,,,
DQ,DAQO New Energy Corp.,$2.99B,2010,Technology,Semiconductors,,,,,
DRI,"Darden Restaurants, Inc.",$14.06B,n/a,Consumer Services,Restaurants,,,,,
DARE,"Dare Bioscience, Inc.",$56.23M,2014,Health Care,Major Pharmaceuticals,,,,,
DRIO,DarioHealth Corp.,$101.92M,n/a,Health Care,Medical/Dental Instruments,,,,,
DRIOW,DarioHealth Corp.,n/a,n/a,Health Care,Medical/Dental Instruments,,,,,
DAR,Darling Ingredients Inc.,$7.82B,n/a,Consumer Non-Durables,Packaged Foods,,,,,
DSKE,"Daseke, Inc.",$438.91M,2015,Consumer Services,Transportation Services,,,,,
DSKEW,"Daseke, Inc.",n/a,2015,Consumer Services,Transportation Services,,,,,
DAIO,Data I/O Corporation,$33.33M,1981,Capital Goods,Electrical Products,,,,,
DDOG,"Datadog, Inc.",$30.12B,2019,Technology,Computer Software: Prepackaged Software,,,,,
DTSS,Datasea Inc.,$46.7M,n/a,Technology,Computer Software: Prepackaged Software,,,,,
MSP,Datto Holding Corp.,$4.49B,2020,Technology,Computer Software: Prepackaged Software,,,,,
PLAY,"Dave & Buster&#39;s Entertainment, Inc.",$1.21B,2014,Consumer Services,Restaurants,,,,,
DTEA,DAVIDsTEA Inc.,$45.86M,2015,Consumer Non-Durables,Food Chains,,,,,
DFNL,Davis Select Financial ETF,n/a,n/a,n/a,n/a,,,,,
DINT,Davis Select International ETF,n/a,n/a,n/a,n/a,,,,,
DUSA,Davis Select U.S. Equity ETF,n/a,n/a,n/a,n/a,,,,,
DWLD,Davis Select Worldwide ETF,n/a,n/a,n/a,n/a,,,,,
DVA,DaVita Inc.,$12.3B,n/a,Health Care,Misc Health and Biotechnology Services,,,,,
DWSN,Dawson Geophysical Company,$46.49M,n/a,Energy,Oil & Gas Production,,,,,
DXR,Daxor Corporation,$51.78M,n/a,Health Care,Medical/Dental Instruments,,,,,
DBVT,DBV Technologies S.A.,$268.46M,2014,Health Care,Biotechnology: Biological Products (No Diagnostic Substances),,,,,
DCP,DCP Midstream LP,$3.36B,n/a,Public Utilities,Natural Gas Distribution,,,,,
DCP^B,DCP Midstream LP,n/a,n/a,n/a,n/a,,,,,
DCP^C,DCP Midstream LP,n/a,n/a,n/a,n/a,,,,,
DCRBU,Decarbonization Plus Acquisition Corporation,n/a,2020,Finance,Business Services,,,,,
DCPH,"Deciphera Pharmaceuticals, Inc.",$3.52B,2017,Health Care,Major Pharmaceuticals,,,,,
DECK,Deckers Outdoor Corporation,$7.15B,1993,Consumer Non-Durables,Shoe Manufacturing,,,,,
DE,Deere & Company,$81.99B,n/a,Capital Goods,Industrial Machinery/Components,,,,,
DFHT,Deerfield Healthcare Technology Acquisitions Corp.,$192.27M,2020,Finance,Business Services,,,,,
DFHTU,Deerfield Healthcare Technology Acquisitions Corp.,n/a,2020,Finance,Business Services,,,,,
DFHTW,Deerfield Healthcare Technology Acquisitions Corp.,n/a,2020,Finance,Business Services,,,,,
IBBJ,Defiance Nasdaq Junior Biotechnology ETF,n/a,n/a,n/a,n/a,,,,,
TACO,"Del Taco Restaurants, Inc.",$330.32M,2014,Consumer Services,Restaurants,,,,,
DEX,Delaware Enhanced Global Dividend,$115.27M,2007,n/a,n/a,,,,,
VCF,"Delaware Investments Colorado Municipal Income Fund, Inc",$67.91M,1993,n/a,n/a,,,,,
DDF,"Delaware Investments Dividend & Income Fund, Inc.",$68.42M,1993,n/a,n/a,,,,,
VFL,Delaware Investments Florida Insured Municipal Income Fund,$58.01M,1993,n/a,n/a,,,,,
VMM,"Delaware Investments Minnesota Municipal Income Fund II, Inc.",$150.72M,1993,n/a,n/a,,,,,
DCTH,"Delcath Systems, Inc.",$69M,n/a,Health Care,Medical/Dental Instruments,,,,,
DKL,"Delek Logistics Partners, L.P.",$1.32B,2012,Energy,Natural Gas Distribution,,,,,
DK,"Delek US Holdings, Inc.",$979.82M,2017,Energy,Integrated oil Companies,,,,,
DELL,Dell Technologies Inc.,$51.55B,2018,Technology,Computer Manufacturing,,,,,
DAL,"Delta Air Lines, Inc.",$25.67B,n/a,Transportation,Air Freight/Delivery Services,,,,,
DLA,"Delta Apparel, Inc.",$148.55M,n/a,Consumer Non-Durables,Apparel,,,,,
DLX,Deluxe Corporation,$1.08B,n/a,Consumer Durables,Publishing,,,,,
DEMZ,DEMZ Political Contributions ETF,n/a,n/a,n/a,n/a,,,,,
DNLI,Denali Therapeutics Inc.,$7.31B,2017,Health Care,Biotechnology: Biological Products (No Diagnostic Substances),,,,,
DEN,Denbury Inc.,$1.12B,2020,Energy,Oil & Gas Production,,,,,
DNN,Denison Mine Corp,$255.75M,n/a,Basic Industries,Precious Metals,,,,,
DENN,Denny&#39;s Corporation,$733.97M,n/a,Consumer Services,Restaurants,,,,,
XRAY,DENTSPLY SIRONA Inc.,$11.12B,1987,Health Care,Medical/Dental Instruments,,,,,
DRMT,Dermavant Sciences Ltd.,n/a,n/a,n/a,n/a,,,,,
DMTK,"DermTech, Inc.",$242.59M,2017,Health Care,Medical Specialities,,,,,
DBI,Designer Brands Inc.,$571.36M,n/a,Consumer Services,Clothing/Shoe/Accessory Stores,,,,,
DESP,"Despegar.com, Corp.",$772.21M,2017,Consumer Services,Transportation Services,,,,,
DXLG,"Destination XL Group, Inc.",$18.17M,n/a,Consumer Services,Clothing/Shoe/Accessory Stores,,,,,
DSWL,"Deswell Industries, Inc.",$46.95M,1995,Consumer Non-Durables,Plastic Products,,,,,
DB,Deutsche Bank AG,$22.96B,n/a,Finance,Major Banks,,,,,
DVN,Devon Energy Corporation,$5.35B,n/a,Energy,Oil & Gas Production,,,,,
DXCM,"DexCom, Inc.",$30.7B,2005,Health Care,Medical/Dental Instruments,,,,,
DFPH,DFP Healthcare Acquisitions Corp.,$290.38M,2020,Finance,Business Services,,,,,
DFPHU,DFP Healthcare Acquisitions Corp.,n/a,2020,Finance,Business Services,,,,,
DFPHW,DFP Healthcare Acquisitions Corp.,n/a,2020,Finance,Business Services,,,,,
DHX,"DHI Group, Inc.",$100.68M,2007,Miscellaneous,Business Services,,,,,
DHT,"DHT Holdings, Inc.",$872.78M,2005,Transportation,Marine Transportation,,,,,
DEO,Diageo plc,$90.6B,n/a,Consumer Non-Durables,Beverages (Production/Distribution),,,,,
DMAC,DiaMedica Therapeutics Inc.,$104.94M,2018,Health Care,Major Pharmaceuticals,,,,,
DHIL,"Diamond Hill Investment Group, Inc.",$432.8M,n/a,Finance,Investment Managers,,,,,
DSSI,Diamond S Shipping Inc.,$278.23M,2019,Consumer Services,Transportation Services,,,,,
FANG,"Diamondback Energy, Inc.",$6.31B,2012,Energy,Oil & Gas Production,,,,,
DRH,Diamondrock Hospitality Company,$1.5B,2005,Consumer Services,Real Estate Investment Trusts,,,,,
DRH^A,Diamondrock Hospitality Company,n/a,n/a,n/a,n/a,,,,,
DSX,Diana Shipping inc.,$149.09M,2005,Transportation,Marine Transportation,,,,,
DSX^B,Diana Shipping inc.,n/a,n/a,n/a,n/a,,,,,
DRNA,"Dicerna Pharmaceuticals, Inc.",$1.9B,2014,Health Care,Major Pharmaceuticals,,,,,
DKS,Dick&#39;s Sporting Goods Inc,$5.09B,2002,Consumer Services,Other Specialty Stores,,,,,
DBD,Diebold Nixdorf Incorporated,$735.61M,n/a,Miscellaneous,Office Equipment/Supplies/Services,,,,,
DFFN,Diffusion Pharmaceuticals Inc.,$48.79M,n/a,Health Care,Major Pharmaceuticals,,,,,
DGII,Digi International Inc.,$501.79M,1989,Technology,Computer Communications Equipment,,,,,
DMRC,Digimarc Corporation,$643.72M,n/a,Technology,EDP Services,,,,,
EQOS,Diginex Limited,$284.49M,2019,Finance,Business Services,,,,,
EQOSW,Diginex Limited,n/a,2019,Finance,Business Services,,,,,
DRAD,Digirad Corporation,$14.37M,2004,Health Care,Biotechnology: Electromedical & Electrotherapeutic Apparatus,,,,,
DRADP,Digirad Corporation,n/a,n/a,Health Care,Biotechnology: Electromedical & Electrotherapeutic Apparatus,,,,,
DGLY,"Digital Ally, Inc.",$67.73M,n/a,Technology,Radio And Television Broadcasting And Communications Equipment,,,,,
DMS,"Digital Media Solutions, Inc.",$402.91M,2018,Miscellaneous,Business Services,,,,,
DMS.WS,"Digital Media Solutions, Inc.",n/a,n/a,n/a,n/a,,,,,
DLR,"Digital Realty Trust, Inc.",$37.75B,2004,Consumer Services,Real Estate Investment Trusts,,,,,
DLR^C,"Digital Realty Trust, Inc.",n/a,n/a,n/a,n/a,,,,,
DLR^J,"Digital Realty Trust, Inc.",n/a,n/a,n/a,n/a,,,,,
DLR^K,"Digital Realty Trust, Inc.",n/a,n/a,n/a,n/a,,,,,
DLR^L,"Digital Realty Trust, Inc.",n/a,n/a,n/a,n/a,,,,,
APPS,"Digital Turbine, Inc.",$3.99B,n/a,Miscellaneous,Multi-Sector Companies,,,,,
DDS,"Dillard&#39;s, Inc.",$1.03B,n/a,Consumer Services,Department/Specialty Retail Stores,,,,,
DDT,"Dillard&#39;s, Inc.",n/a,n/a,Consumer Services,Department/Specialty Retail Stores,,,,,
DCOM,"Dime Community Bancshares, Inc.",$477.54M,n/a,Finance,Savings Institutions,,,,,
DCOMP,"Dime Community Bancshares, Inc.",n/a,n/a,Finance,Savings Institutions,,,,,
DIN,"Dine Brands Global, Inc.",$1.03B,n/a,Consumer Services,Restaurants,,,,,
DIOD,Diodes Incorporated,$3.54B,n/a,Technology,Semiconductors,,,,,
DRTT,DIRTT Environmental Solutions Ltd.,$141.42M,n/a,Technology,Computer Software: Prepackaged Software,,,,,
DFS,Discover Financial Services,$23.35B,n/a,Finance,Finance: Consumer Services,,,,,
DISCA,"Discovery, Inc.",$13.21B,n/a,Consumer Services,Television Services,,,,,
DISCB,"Discovery, Inc.",$15.83B,n/a,Consumer Services,Television Services,,,,,
DISCK,"Discovery, Inc.",$11.79B,n/a,Consumer Services,Television Services,,,,,
DISH,DISH Network Corporation,$18.87B,1995,Consumer Services,Television Services,,,,,
DHC,Diversified Healthcare Trust ,$1.05B,n/a,Consumer Services,Real Estate Investment Trusts,,,,,
DHCNI,Diversified Healthcare Trust ,n/a,n/a,Consumer Services,Real Estate Investment Trusts,,,,,
DHCNL,Diversified Healthcare Trust ,n/a,n/a,Consumer Services,Real Estate Investment Trusts,,,,,
